"subjectID" "activityID" "activityLabel" "timeBodyAccMeanX" "timeBodyAccMeanY" "timeBodyAccMeanZ" "timeBodyAccStdX" "timeBodyAccStdY" "timeBodyAccStdZ" "timeGravityAccMeanX" "timeGravityAccMeanY" "timeGravityAccMeanZ" "timeGravityAccStdX" "timeGravityAccStdY" "timeGravityAccStdZ" "timeBodyAccJerkMeanX" "timeBodyAccJerkMeanY" "timeBodyAccJerkMeanZ" "timeBodyAccJerkStdX" "timeBodyAccJerkStdY" "timeBodyAccJerkStdZ" "timeBodyGyroMeanX" "timeBodyGyroMeanY" "timeBodyGyroMeanZ" "timeBodyGyroStdX" "timeBodyGyroStdY" "timeBodyGyroStdZ" "timeBodyGyroJerkMeanX" "timeBodyGyroJerkMeanY" "timeBodyGyroJerkMeanZ" "timeBodyGyroJerkStdX" "timeBodyGyroJerkStdY" "timeBodyGyroJerkStdZ" "timeBodyAccMagMean" "timeBodyAccMagStd" "timeGravityAccMagMean" "timeGravityAccMagStd" "timeBodyAccJerkMagMean" "timeBodyAccJerkMagStd" "timeBodyGyroMagMean" "timeBodyGyroMagStd" "timeBodyGyroJerkMagMean" "timeBodyGyroJerkMagStd" "freqBodyAccMeanX" "freqBodyAccMeanY" "freqBodyAccMeanZ" "freqBodyAccStdX" "freqBodyAccStdY" "freqBodyAccStdZ" "freqBodyAccMeanFreqX" "freqBodyAccMeanFreqY" "freqBodyAccMeanFreqZ" "freqBodyAccJerkMeanX" "freqBodyAccJerkMeanY" "freqBodyAccJerkMeanZ" "freqBodyAccJerkStdX" "freqBodyAccJerkStdY" "freqBodyAccJerkStdZ" "freqBodyAccJerkMeanFreqX" "freqBodyAccJerkMeanFreqY" "freqBodyAccJerkMeanFreqZ" "freqBodyGyroMeanX" "freqBodyGyroMeanY" "freqBodyGyroMeanZ" "freqBodyGyroStdX" "freqBodyGyroStdY" "freqBodyGyroStdZ" "freqBodyGyroMeanFreqX" "freqBodyGyroMeanFreqY" "freqBodyGyroMeanFreqZ" "freqBodyAccMagMean" "freqBodyAccMagStd" "freqBodyAccMagMeanFreq" "freqBodyAccJerkMagMean" "freqBodyAccJerkMagStd" "freqBodyAccJerkMagMeanFreq" "freqBodyGyroMagMean" "freqBodyGyroMagStd" "freqBodyGyroMagMeanFreq" "freqBodyGyroJerkMagMean" "freqBodyGyroJerkMagStd" "freqBodyGyroJerkMagMeanFreq"
1 2 "WALKING_UPSTAIRS" 0.271396436068966 -0.0198111918055768 -0.110020684213166 -0.428805562127586 -0.284141061039028 -0.43851488091348 0.790254046557994 -0.132667627815486 -0.0664081039157053 -0.959775268840125 -0.945520679592476 -0.931593635203762 0.0817162742109718 0.00343488520815047 -0.0129036474014483 -0.485028957015674 -0.473661784608777 -0.64402058876489 -0.018781323739373 -0.0880898760862069 0.0905173169348589 -0.623253568326019 -0.511128427061097 -0.439872486408777 -0.107904998112476 -0.0378496096515674 -0.0615301217191223 -0.643090371159875 -0.653542396200627 -0.613340518194984 -0.348469774668213 -0.424507945764263 -0.348469774668213 -0.424507945764263 -0.501370424516614 -0.472375962152978 -0.409102592290909 -0.520103509328652 -0.642573344451411 -0.657976963868339 -0.451707776709404 -0.350617254119687 -0.504558445272727 -0.421821546523574 -0.298253875475925 -0.450020016564577 -0.293423816618276 -0.0740654553974922 -0.034177820570931 -0.517326169398746 -0.504483562121003 -0.619193453287774 -0.498597244010386 -0.476100196734326 -0.667735821630094 -0.225986507478871 -0.366771207210031 -0.263962997412978 -0.554766345178683 -0.536956614934483 -0.44120916916395 -0.647056056877743 -0.504620977579937 -0.49281451650627 -0.175585595800909 -0.151267706169906 -0.148274251373981 -0.41933950485768 -0.518526715363636 0.00578519390699059 -0.463917708546081 -0.488418409001881 0.0593852972376489 -0.558862575373041 -0.579973862122257 -0.0393245218556113 -0.658860061789969 -0.681838978031348 0.0838837026695611
1 3 "WALKING_DOWNSTAIRS" 0.283365463571429 -0.0158057540714286 -0.114597280642857 -0.227827899321429 0.0372821956392857 -0.262566147857143 0.944282471785714 -0.252038722857143 -0.03752856325 -0.973044821428571 -0.968185243214286 -0.940102252142857 0.0734771024642857 0.050733907675 0.0499841017428571 -0.133521243285714 -0.010566719225 -0.50013398 -0.0949754913471429 -0.0209551176642857 0.0820406517892857 -0.476417181071429 -0.0966725715910714 -0.290492483678571 -0.08281572275 -0.0391379125 -0.0565354456428571 -0.310577643214286 -0.338186918928571 -0.398042832857143 -0.123624685071429 -0.185360606178571 -0.123624685071429 -0.185360606178571 -0.168213900392857 -0.1140201265 -0.147224003225 -0.220460587678571 -0.3407839 -0.3655136075 -0.185298626071429 0.031429815025 -0.326744760357143 -0.247310352335714 -0.0262951894253571 -0.286865592857143 -0.278404074142857 0.0737207913928571 0.0633664196785714 -0.170856873785714 -0.0928206675392857 -0.4611948825 -0.172090990428571 0.012535686175 -0.537236820357143 -0.228144742825 -0.398733346785714 -0.202586723678571 -0.350669228928571 -0.124436272142857 -0.212437461285714 -0.517856788571429 -0.0883020718392857 -0.383802965357143 -0.0250992274607143 -0.0300302184857143 -0.0122185996428571 -0.107661669 -0.359609929535714 0.143125797214286 -0.0985530114428571 -0.140650230257143 0.0357034626403571 -0.2230885515 -0.3566729975 0.253337293357143 -0.353628446071429 -0.427898651785714 0.159925324681786
2 1 "WALKING" 0.269312828569536 -0.016371073490298 -0.117526769496689 -0.579582883587483 -0.446485227255298 -0.582225925922517 0.825627384274834 -0.0811687192854967 0.00675644672483444 -0.965044556887417 -0.941651968443709 -0.914699343678808 0.0705386474493377 0.0022081643805298 -0.0100094993553974 -0.613106950703311 -0.558360336174801 -0.769987164350993 -0.0439434124788742 -0.0611656172975828 0.0883987705683444 -0.66418361768543 -0.645073609661921 -0.610855355623841 -0.0961539560815563 -0.0415038094432119 -0.0548439952638742 -0.644013767728808 -0.740111541145695 -0.670307218551457 -0.503613756824967 -0.548580948940729 -0.503613756824967 -0.548580948940729 -0.621061340701987 -0.613803120831126 -0.554569706397152 -0.596914812 -0.703575757741722 -0.726262094115894 -0.594665956549669 -0.485284394128477 -0.652123024817881 -0.574856525840762 -0.462601077313642 -0.579914442713907 -0.18537919625596 -0.0373915930043709 -0.0323676028733444 -0.638780774175199 -0.591964550336229 -0.754431522741722 -0.621187992913907 -0.551665739644967 -0.784267289291391 -0.0729019137460265 -0.286744105820199 -0.197501573342152 -0.60199418647947 -0.66101274297053 -0.576552885530132 -0.686717630208609 -0.639275614297351 -0.66058575136755 -0.119121532679238 -0.128623461656291 -0.0656633164625828 -0.557123970592517 -0.616544428576159 0.00809146229907285 -0.604637280702649 -0.628460076263046 0.139150145488079 -0.634225524138079 -0.643752529039073 -0.0675115061621818 -0.730113739167219 -0.740861316924271 0.0492882156787417
3 3 "WALKING_DOWNSTAIRS" 0.27462076056305 -0.0154516002212023 -0.106367184026686 -0.689810270523167 -0.522842319887977 -0.594289732307038 0.659142311994135 0.0417337531964809 0.0711004927950147 -0.963649005953079 -0.949910942152493 -0.933174170366569 0.0729844632692082 0.0104547777326686 -0.0117300870526994 -0.70630450551437 -0.653089700385631 -0.791940013439883 -0.0169230540941056 -0.0883708124187683 0.0764532024378138 -0.769578860542522 -0.633808957141642 -0.623535556947801 -0.0982637295079179 -0.038908835758651 -0.0549491983178886 -0.784783714366569 -0.799708616178886 -0.764023169390029 -0.597238083128739 -0.626818297860117 -0.597238083128739 -0.626818297860117 -0.70185457096305 -0.683583204639296 -0.611228607782991 -0.641080336845161 -0.785804275926979 -0.804436610319648 -0.695834171809091 -0.569887920364106 -0.675028797967155 -0.688780115342375 -0.531031556452199 -0.585886768472141 -0.188995866148094 0.00580943527243402 0.022784420854868 -0.720034865601466 -0.6720659920739 -0.772108288241935 -0.718653821404399 -0.65647765466393 -0.81075635143695 -0.0183911898987771 -0.224692698469707 -0.143413798182727 -0.735957355085044 -0.691031223813783 -0.642739479026393 -0.78189107959824 -0.607714216314018 -0.654545733617889 -0.100732121070674 -0.216693829515044 -0.100346689915777 -0.631353301895308 -0.683597679261584 0.0624625299520205 -0.674565858097801 -0.697876381597947 0.150787001579267 -0.690148684758065 -0.672183069539589 -0.0760515916246334 -0.802163369620235 -0.822050912938416 0.0647763848365396
4 1 "WALKING" 0.274161911845426 -0.0187100841207256 -0.110651664438486 -0.423745641962145 -0.346916975553312 -0.387584619077066 0.767109798675079 -0.00162621075394322 -0.141810442987382 -0.961972484037855 -0.95203964829653 -0.931749399621451 0.0772503303321767 0.0113128400812681 0.00147664876968454 -0.514264646819117 -0.496493102444479 -0.673085533589842 0.00476561885198738 -0.0723307581661767 0.0587573741612934 -0.643792201574133 -0.573451079248265 -0.503791387776025 -0.113152411219401 -0.0459088164470663 -0.0523332849730284 -0.733021681104101 -0.746473449839117 -0.669754497368454 -0.353110252177792 -0.386960584634069 -0.353110252177792 -0.386960584634069 -0.529091430721451 -0.505317832109117 -0.462440317334669 -0.570002275495268 -0.721542453239748 -0.758246147198738 -0.470201747373281 -0.387910883052555 -0.492589128151167 -0.40788154725489 -0.368249240273817 -0.382243890252997 -0.299755006220505 -0.0226452788091483 -0.0494965648305994 -0.545007989755205 -0.520813245810726 -0.640861205233438 -0.526035243776908 -0.504469906542587 -0.704477263814196 -0.15656308585142 -0.275989541138517 -0.230233138443218 -0.618108175887382 -0.619494837678233 -0.507120289949527 -0.65553232166877 -0.553093260440883 -0.550174943455836 -0.210099884380442 -0.201082436865773 -0.142528751829338 -0.396651527955836 -0.477688105757413 0.0429968205085174 -0.49732990717224 -0.520041734275079 0.150090990693691 -0.626577736253943 -0.609113464085552 -0.0900408285820189 -0.749211242994827 -0.7886914029653 0.182808698763722
5 3 "WALKING_DOWNSTAIRS" 0.279937717784768 -0.0178365677127815 -0.108001853016887 -0.607905352608411 -0.571778054393046 -0.704386825131457 0.79760492518543 -0.0737507248013245 0.00864940296639073 -0.963482541092715 -0.959997408278146 -0.938171841529801 0.0710788004804636 0.0075693526650298 -0.00824916142774834 -0.652921506531093 -0.666937539915232 -0.808270137389735 -0.0326422419351656 -0.0799902942172185 0.0826850371479139 -0.714486432785099 -0.775021165883146 -0.72763923314702 -0.104091842459603 -0.0343549038084768 -0.0469634889512583 -0.741788185282119 -0.837744214089404 -0.787993759256192 -0.580670587649669 -0.619811961163907 -0.580670587649669 -0.619811961163907 -0.680175744239404 -0.677331006484603 -0.66423692797202 -0.704179557581788 -0.799429859877483 -0.827222569378808 -0.644099473565232 -0.594067858887748 -0.732715326731623 -0.595634761357616 -0.587794980635099 -0.713860830468874 -0.154666059557285 0.0263141228303311 0.0618148110634437 -0.677323186228675 -0.682154096759603 -0.791076317198676 -0.658923395506954 -0.673372608272119 -0.824316972834437 0.0460260289688742 -0.180563314253974 -0.0601740776178808 -0.663750422298013 -0.777152050554636 -0.711299899001656 -0.732028201746225 -0.776471124268212 -0.759220733006623 -0.110747668969536 -0.184583215800662 -0.00996953265165563 -0.615736422583113 -0.683223476497682 0.0772958017417218 -0.66445923080298 -0.696802970993709 0.183969331306954 -0.74142653318245 -0.731638360012914 -0.0773332801715232 -0.822389521476821 -0.846725345754967 0.152582140488742
6 3 "WALKING_DOWNSTAIRS" 0.272455978526154 -0.0226270851007692 -0.106074089259692 -0.692845014361015 -0.630927013581231 -0.660309670104615 0.326377175384615 0.151738169126154 0.287323163151415 -0.967596263723077 -0.967150780184615 -0.959884659384615 0.0768492653099385 0.0171584571621538 -0.00389963074077231 -0.729389070687385 -0.698536605295077 -0.778962448299385 -0.0103392019303385 -0.0904080206849231 0.084053368468 -0.771521050230769 -0.684634887787077 -0.7209838226 -0.0994739291688615 -0.0463170486993846 -0.0553708605425231 -0.778206956430769 -0.792421971784615 -0.800798125876923 -0.639419699814154 -0.69287178136 -0.639419699814154 -0.69287178136 -0.721937508358769 -0.708892624266461 -0.655430606896 -0.681677697037231 -0.786421180884 -0.794389272307692 -0.706127967155692 -0.647788066009231 -0.704965493726154 -0.688657815658462 -0.646379610160923 -0.664884086953846 -0.268699740946462 0.0538811590884462 0.136435574447415 -0.738727401556308 -0.713488998270154 -0.766321806831385 -0.744237457330923 -0.703008343768923 -0.790621846407385 -0.0252276013021538 -0.134372127929969 -0.051483153756 -0.733968122166154 -0.724127818153508 -0.718751557515077 -0.785056338864615 -0.666758135368308 -0.747933177723077 -0.0442503643189538 -0.167729798650462 0.0445573670374462 -0.689580220226462 -0.743780846198462 0.132424913791077 -0.705298874612308 -0.715128359196615 0.238053376350769 -0.717060614092308 -0.715263772061231 0.00711847442153538 -0.799552636529231 -0.802386764153846 0.175733276736431
7 3 "WALKING_DOWNSTAIRS" 0.275149556201299 -0.0175514499222458 -0.106894589701948 -0.434068078685065 -0.304596410808766 -0.494520603421266 0.751599624383117 -0.143388309496721 0.0714856832885617 -0.964199131298701 -0.951574620616883 -0.933473824772727 0.072310865110276 0.0120350745224026 -1.42613694805197e-05 -0.465640918486688 -0.43037167143237 -0.671158624405844 -0.0401023997836688 -0.0666976860674675 0.0841415841584091 -0.590389577749026 -0.584949001738312 -0.515364548050649 -0.0964735805722727 -0.0444796817837662 -0.0568999070448052 -0.619293938246753 -0.72371844674026 -0.603405675532467 -0.373501743987013 -0.418309537885636 -0.373501743987013 -0.418309537885636 -0.493030693292532 -0.452480162956721 -0.453517072871429 -0.542897039135325 -0.674304485487013 -0.695248398065584 -0.455548024235065 -0.339417405568831 -0.543840358680519 -0.427546417265422 -0.332553218681169 -0.510504572927273 -0.296847581347403 -0.0264691424149351 0.011410900778474 -0.488345044314055 -0.460080279223701 -0.639887385150325 -0.490431697742338 -0.436981445188669 -0.701655938928571 -0.176229056685065 -0.307501227459091 -0.18537507775 -0.524654971240617 -0.609734572743507 -0.476574808577273 -0.614226582373604 -0.578071993659091 -0.576144762088312 -0.161103975067532 -0.19699000525 -0.0700311743331169 -0.406926930318182 -0.517495300294123 0.0466373237970779 -0.444775001828896 -0.46747407008224 0.108151316706179 -0.587325563662338 -0.595675752142857 -0.0453306339636461 -0.699349536668831 -0.712510373014935 0.0770659045659416
8 3 "WALKING_DOWNSTAIRS" 0.285720408303922 -0.016205367547549 -0.108940484815686 -0.100160696744118 0.155151714511765 -0.214241845892157 0.926659821176471 -0.214595004323529 -0.113434134127451 -0.951824551960784 -0.920373395392157 -0.931846235686275 0.0736434080686274 0.0251765147006863 -0.00326749765696079 -0.314758822245098 -0.079876702872549 -0.393216712362745 -0.0526661481294118 -0.040933451345098 0.0770542409113725 -0.394529591696078 -0.370181876431373 -0.194975326490196 -0.089539759672549 -0.0442246922843137 -0.0327100162990196 -0.380239944273529 -0.487848671470588 -0.328078862263726 -0.00711282121568627 -0.0443169206637255 -0.00711282121568627 -0.0443169206637255 -0.247794479016667 -0.162594808641471 -0.167319064115686 -0.280752288753725 -0.446512102284314 -0.444751868196078 -0.205001383745098 0.0976302264892157 -0.230529898659804 -0.0637266136315686 0.109052467346078 -0.269705743215686 -0.516595591784314 -0.0821407697607843 0.0623499513327451 -0.359310524803922 -0.134785178293137 -0.363369119411765 -0.330041166754902 -0.0828465163333333 -0.421358648539216 -0.429153091470588 -0.467722091823529 -0.411989440960784 -0.256768945079412 -0.351674158833333 -0.139583462694118 -0.440917691294118 -0.388271584421569 -0.29054397104902 -0.132460880759804 -0.0371078226509804 -0.102691854705882 -0.0504477680001961 -0.1911905158 -0.069422465095098 -0.194416882618627 -0.132013379344216 -0.0677750077186274 -0.327255224956863 -0.3754647345 0.0346207988011765 -0.462036259313725 -0.462466513568627 0.0415355287577451
8 4 "SITTING" 0.27674195001676 -0.0159568243317486 -0.105679660579888 -0.377088437106145 -0.276065477908939 -0.544657092067039 0.877727981731844 -0.143004754775419 0.0138781905732402 -0.96052956424581 -0.943199562458101 -0.936127077765363 0.0824686943608939 0.00990841778251397 -0.00147054948875978 -0.437256125635196 -0.386570808765363 -0.699351055810056 -0.017268222184581 -0.0890540924201117 0.0709185798558659 -0.604747104435754 -0.611096387944134 -0.53106133911676 -0.0992312141027933 -0.0447566366061453 -0.0447512544078212 -0.587234968513967 -0.703611279938547 -0.505937159559777 -0.335103468522179 -0.39264890351676 -0.335103468522179 -0.39264890351676 -0.471434063950279 -0.439427574920112 -0.481097509564246 -0.550706217139106 -0.633342746256983 -0.669648289385475 -0.400037909724022 -0.30107595037095 -0.587431364318436 -0.37061949467486 -0.310110320756425 -0.558818389553073 -0.25400583739162 0.0270988328648045 0.033538454270838 -0.45593347033743 -0.423559317157486 -0.675598544189944 -0.469153765518827 -0.388509289830374 -0.72163091396648 -0.126051071215084 -0.307118583712291 -0.187435575672626 -0.519447312391061 -0.616387416692737 -0.450093944388101 -0.633680228731844 -0.612227347167598 -0.605298850558659 -0.0813180656519553 -0.0717909926379888 0.0405996461273743 -0.372161345960894 -0.501240313226257 0.105066191633687 -0.415644708549385 -0.476297497982123 0.151738452516034 -0.571916440394413 -0.618923288150838 0.0630261083838056 -0.676659578541899 -0.685852452402235 0.125167512742458
